id,video_id,title,description,views,likes,comments,hashtags,channel,published_at,category_id,duration,definition,crawl_date
59,x4HGxWCWBVo,✈️ Travel With Me to Singapore🇸🇬 | Airport + Flight Vlog | Student Travel Vlog #Shorts #travelvlog,"Pack your bags and fly with me from Mumbai to Singapore! 🧳✨
From airport check-in to flight views and travel snacks — this vlog has all the fun moments 💖
Save this video for your next travel inspo and don’t forget to like, share & subscribe for more travel + student vlogs 🌸
.
.
.
.
.
.
#TravelVlog #SingaporeVlog #AirportVlog #StudentVlogger #PravyaVlogs #MumbaiToSingapore #Shorts #TravelWithMe #Vlog #MiniTravelVlog #SingaporeTrip",1733,51,0,"['Travel with me', 'Singapore vlog', 'Student blogger', 'Airport vlog', 'Mumbai to Singapore', 'Pravya vlogs', 'Travel shorts', 'Singapore trip', 'Travel day', 'Flight vlog', 'Mini vlog', 'Student vlogger', 'Shorts', 'Airplane vlog']",Pravya Vlogs,2025-10-11T06:16:20Z,22,PT1M7S,hd,2025-10-12T04:03:32.104240
60,VOrCNWWBHTg,Travel Vlogs #shorts #trending #vlog #ladakh,,1718,6,0,[],M Z OFFICIAL VLOGS ,2025-10-11T12:02:08Z,22,PT12S,hd,2025-10-12T04:03:36.061492
61,n7RkdHu-xkI,11 October 2025#Brussels #belgianchocolate #travelvlog#travel #reel,,1685,12,1,[],So sisters,2025-10-11T10:34:57Z,22,PT10S,hd,2025-10-12T04:03:34.737469
62,ecdGO9qogqU,Radha Rani Kunj Sarovar Barsana | Divine Vrindavan Vibes | #shorts #radharani #vlog  #vrindavanmarg,"Feel the divine peace and beauty of Radha Rani Kunj Sarovar in Barsana, Vrindavan 🌸✨
This holy place reflects pure love and devotion of Radha Krishna — the heart of Vrindavan 💫

📍Location: Barsana, Mathura (Vrindavan)
🎥 Captured by: Nitish Soni Vlogss
🙏 Jai Shri Radhe | Har Har Shyam

👇 Stay connected for more divine travel vlogs & shorts!
#RadhaRani #Vrindavan #Barsana #RadhaKrishna #shorts #NitishSoniVlogss

⚖️ Copyright Disclaimer:

All rights reserved © Nitish Soni Vlogss
This video is created for entertainment and devotional purposes only.
Any unauthorized use, reproduction, or re-upload of this content is strictly prohibited under the Copyright Act, 1957 (India).",1677,0,0,"['#radharanisarowar', '#radharanibarsana', '#radharanitemple', '#varindavanvlogs', '#barsanashorts', '#nittishsonivlogs', '#nittishsonivlogs24', '#nitishsonivlogs', '#nitishsonivlogs24', '#paremanandmaharaji', '#radharanishorts', '#radhakrishnavlogs', '#shorts', '#youtubeshorts', '#vairlshortsvlog', '#minivlogs', '#spritualvlogs', '#travelvlogs']",Nittish Soni Vlogs,2025-10-11T09:40:45Z,22,PT16S,hd,2025-10-12T04:03:34.737528
63,Aj5WtEHs080,Burj Khalifa Dubai #dubai #habibi #travel #travelvlog #lighting #love #shorts #reels #burjkhalifa,,1659,36,0,[],BeautyBeats,2025-10-11T13:56:37Z,22,PT22S,hd,2025-10-12T04:03:38.986895
64,aRQYLXa-ihs,Chennai To Pondicherry Travel Vlog #minivlog #tamilvlog #travelvlog #shanfamily,,1635,8,0,[],The Shan Family,2025-10-11T11:35:05Z,22,PT39S,hd,2025-10-12T04:03:33.430658
65,44nf4nA3o4o,#travel #vlog,,1634,22,1,[],Dr.Bhavna Singh✨,2025-10-11T15:50:04Z,22,PT11S,hd,2025-10-12T04:03:36.061335
66,8vW4FFr5kfA,#thanjavur #periyakovil #cholan #temple #travel #vlog #viral #trending #love #couple #reels #shorts,,1627,25,0,[],Gokul Loves Lakshmi,2025-10-11T16:04:36Z,22,PT46S,hd,2025-10-12T04:03:33.430574
67,BFSMRTjOeqs,Delhi to Goa by Flight ✈️|#trending #explore #travel #vlog #viral #trendingshorts #youtubeshorts,"Delhi to Goa by Flight ✈️|#trending #explore #travel #vlog #viral #trendingshorts #youtubeshorts

#explorepage #shortvideo #enjoy #flight #funny #fun #enjoy #beach",1573,14,0,[],The AkkiXplore,2025-10-11T12:50:25Z,22,PT15S,hd,2025-10-12T04:03:33.430715
68,wcCIUqcM7cY,#shots #love #jashnekhwaja #travelblog #travel #travelvlog #travelvlog #vlog #ajmer #vlog,,1568,170,0,[],AN_vlog,2025-10-11T11:01:58Z,22,PT19S,hd,2025-10-12T04:03:33.430814
69,q19Xx7va2jw,VANNELADI TIKKULADI #CHEF RAMNIVAS #song,"VANNELADI TIKKULADI #CHEF RAMNIVAS #song#chef # #trendingshorts  #sorts  



 

Being a chef is about feeding people,which is part of the story of all humanity.

Chef doesn't mean that you're the best cook ,it simply means boss .
A chef palate is born out of his childhood, and one thing all chef have in common is a mother who can cook.



FOLLOW ME ON:
📸 Instagram:https://www.instagram.com/baghel_ramnivas9293?igsh=NXlhMzgzenV0MWhi
✈️ Facebook:https://www.facebook.com/Ramnivas.baghel.1238?mibextid=ZbWKL


Main Channel: https://www.youtube.com/@cheframnivas
Vlog Channel : Ramnivabaghelvlogs


How to make cooking videos 
How to make vlogs 
How to make  travel vlogs 
How to make moto vlogs 
#vlog #travel #howto #motovlog 



""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""







[THANKS FOR WATCHING THIS VIDEO]



Chef Ramnivas 
 From-  Basai mohmmad pur firozabad UP (INDIAN)
 
#cheframnivas",1546,14,0,"['Chef ramnivas ki video', 'chef mix', 'chef music', 'chef playlist', 'chef ramnivas', 'chef remix', ""chef'special"", 'cooking beats', 'cooking melodies', 'cooking music', 'cooking playlist', 'cooking tracks', 'cooking vibes', 'culinary beats', 'culinary tracks', 'culinary vibes', 'deep house dj mix', 'dinner music', 'food playlists', 'food vibes', 'foodie vibes', 'jazz music', 'kitchen beats', 'kitchen music', 'kitchen playlist', 'kitchen tunes', 'tamil chef', 'tamil cooking', 'tamil music', 'tamil songs', 'vanneladi tikkuladi']",Chef Ramnivas ,2025-10-11T08:30:34Z,22,PT30S,hd,2025-10-12T04:03:33.430454
70,QAOIHt2Nkwc,Aaj mi ghari gelo #lifestylevlog #vlog #dayinmylife #dailyvlog #vloglife #dailyroutine #travelvlog,"🌟 Welcome to my daily vlog!
I share my everyday life, real moments, fun activities, and behind-the-scenes experiences to keep things authentic and relatable. From morning routines and travel clips to food, lifestyle, and random adventures – you’ll see it all here.

This channel is about:
✅ Capturing daily life experiences
✅ Sharing positive vibes & real stories
✅ Travel, food, and lifestyle content
✅ Entertainment mixed with personal growth
✅ Living life one day at a time ✨

🎥 Every vlog is a little piece of my journey, and I’m excited to share it with you!

👉 Don’t forget to LIKE, COMMENT, and SUBSCRIBE to join me on this journey and become part of the community.
🔔 Hit the bell icon so you never miss my daily uploads.


---

📌 Connect With Me:

Instagram: [om_bedse_2006]

-

#DailyVlog #VlogLife #LifestyleVlog #DailyRoutine #TravelVlog #DayInMyLife #Vlogger",1546,14,0,['#youtube#youtubeshort#trend#trending#viral'],vlog_with_karan,2025-10-11T12:05:11Z,22,PT54S,hd,2025-10-12T04:03:38.987177
71,Hc27MdcukTY,Travel vlog coming soon…..,,1539,14,0,[],Lemon and lime,2025-10-11T14:56:18Z,22,PT18S,hd,2025-10-12T04:03:37.445656
72,UKuyADPjqKk,Inside the Engine of Vande Bharat Express | Train Travel Vlog #vandebharatexpress #travel #minivlog,"Travelling by Vande Bharat Express Train, I got to know from the Locopilot that Vande Bharat Engine is actually made of all the compartment of train as it runs on EMU System, also the train can travel 0-100kmph in less than 52 seconds
#vandebharat #train #travelvlog #travelvideo #trainengine 
Subscribe after watching more vlogs and #ytshorts 
IG ► ishban.yadav",1538,41,3,"['vande bharat', 'vande bharat express', 'vande bharat train', 'वंदे भारत ट्रेन', 'वंदे भारत', 'वंदे भारत एक्सप्रेस', 'वंदे भारत एक्सप्रेस ट्रेन', 'वंदे भारत ट्रेन की स्पीड', 'vlog', 'vande bharat train tour', 'vande bharat engine inside', 'vande bharat engine view', 'vande bharat engine cabin', 'vande bharat engine interior', 'vande bharat engine room', 'वंदे भारत रेल', 'vande bharat ka engine', 'vande bharat ka engine kaisa hota hai', 'वंदे भारत बुलेट ट्रेन', 'vande bharat train engine video', 'वंदे भारत स्पीड']",Ishban Yadav,2025-10-11T14:03:08Z,22,PT50S,hd,2025-10-12T04:03:41.607172
73,A1WfWownhws,Aisa hua 😱 jisko mai kabhi nahi bhulunga🥺| #shorts #travel #travelvlog,,1537,181,4,[],Monkey Raj Vlogs,2025-10-11T07:30:05Z,19,PT1M58S,hd,2025-10-12T04:03:32.104267
74,UKuyADPjqKk,Inside the Engine of Vande Bharat Express | Train Travel Vlog #vandebharatexpress #travel #minivlog,"Travelling by Vande Bharat Express Train, I got to know from the Locopilot that Vande Bharat Engine is actually made of all the compartment of train as it runs on EMU System, also the train can travel 0-100kmph in less than 52 seconds
#vandebharat #train #travelvlog #travelvideo #trainengine 
Subscribe after watching more vlogs and #ytshorts 
IG ► ishban.yadav",1537,41,3,"['vande bharat', 'vande bharat express', 'vande bharat train', 'वंदे भारत ट्रेन', 'वंदे भारत', 'वंदे भारत एक्सप्रेस', 'वंदे भारत एक्सप्रेस ट्रेन', 'वंदे भारत ट्रेन की स्पीड', 'vlog', 'vande bharat train tour', 'vande bharat engine inside', 'vande bharat engine view', 'vande bharat engine cabin', 'vande bharat engine interior', 'vande bharat engine room', 'वंदे भारत रेल', 'vande bharat ka engine', 'vande bharat ka engine kaisa hota hai', 'वंदे भारत बुलेट ट्रेन', 'vande bharat train engine video', 'वंदे भारत स्पीड']",Ishban Yadav,2025-10-11T14:03:08Z,22,PT50S,hd,2025-10-12T04:03:34.737589
75,pRFv5DsU-Qs,Travel vlog mumbai matheran,,1512,0,0,"['budget friendly trips', '3000 rupees trips', 'places to visit under 3000', 'places to visit under 10000', 'travel places', 'places to visit in india', 'Beautiful places', 'rich places', 'friends']",Poricha meen,2025-10-11T06:59:46Z,24,PT15S,hd,2025-10-12T04:03:34.737455
76,RvYiWHpdWcg,아이폰 에어로 촬영한 런던 여행 브이로그 🇬🇧 | 런던 굿노트 초청 행사 | 아이폰 에어 카메라 테스트,"instagram : @min_sweet_
Business : formyhappinesslife@gmail.com

________________


📷 gear
Fujifilm X-S10
Iphone Air
DJI Pocket3
ipad Air 13인치


00:00 Day 0
00:32 Day 1
04:06 Day 2
12:57 Day 3
15:29 Day 4
21:55 Day 5


#아이폰에어 #아이폰17 #여행브이로그 #vlog 



ⓒ 2025 by minsweet
All rights reserved",1510,78,33,"['아이폰 에어', '아이폰에어', '아이폰에어 화이트', '아이폰 에어 화이트', '유럽 여행 브이로그', '아이폰 브이로그', '런던 여행 브이로그', '여행 브이로그', '아이폰 에어 카메라 테스트', 'iphone air camera', 'iphone air vlog']",민스윗MinSweet,2025-10-11T05:00:22Z,22,PT26M32S,hd,2025-10-12T04:03:32.104506
77,RvYiWHpdWcg,아이폰 에어로 촬영한 런던 여행 브이로그 🇬🇧 | 런던 굿노트 초청 행사 | 아이폰 에어 카메라 테스트,"instagram : @min_sweet_
Business : formyhappinesslife@gmail.com

________________


📷 gear
Fujifilm X-S10
Iphone Air
DJI Pocket3
ipad Air 13인치


00:00 Day 0
00:32 Day 1
04:06 Day 2
12:57 Day 3
15:29 Day 4
21:55 Day 5


#아이폰에어 #아이폰17 #여행브이로그 #vlog 



ⓒ 2025 by minsweet
All rights reserved",1510,78,33,"['아이폰 에어', '아이폰에어', '아이폰에어 화이트', '아이폰 에어 화이트', '유럽 여행 브이로그', '아이폰 브이로그', '런던 여행 브이로그', '여행 브이로그', '아이폰 에어 카메라 테스트', 'iphone air camera', 'iphone air vlog']",민스윗MinSweet,2025-10-11T05:00:22Z,22,PT26M32S,hd,2025-10-12T04:03:33.430412
78,cVqc8XK_YX4,Shopping time #youtubeshorts #viralvideo #travelvlog #travel,,1502,18,0,[],discover with rehman ,2025-10-11T10:11:59Z,19,PT17S,hd,2025-10-12T04:03:33.430609
79,6tq62ERr5_s,Beach Vibes 🌴 | Summer Look Transformation 💃 | Stunning Travel Vlog 2025 🔥🌊,"✨ Feel the tropical breeze and the sunshine vibes in this stunning beachside vlog! 🌊
Watch the amazing summer look transformation that’s turning heads and breaking the internet 💃🔥
From colorful outfits to breathtaking views — this video has everything you need to feel the summer energy of 2025! 🌴☀️

Don’t forget to LIKE, COMMENT & SUBSCRIBE for more glamorous travel looks, trending shorts, and style inspiration 💫

📍 Location: Beautiful Beach Destination
🎥 Shot in 4K | Trendy Music | Full Vibe

🚀 Let’s make this video hit 70 Million+ Views! 💥

#ViralShorts #BeachLook #TravelGoals #Summer2025 #FashionInspo #GlamVlog
#BeachVibes #SummerLook #TravelVlog #ViralShorts #GlamourVibes #StyleQueen #VacationMood #TropicalBeauty #YouTubeShorts #ViralVideo #TrendingNow #DesiStyle #BeachLife #FashionTrend #Explore2025 #HotLook #StylishGirl #ReelQueen #GlamVibes",1487,138,11,[],Sujita8104,2025-10-11T10:26:33Z,24,PT31S,hd,2025-10-12T04:03:32.104346
80,oBaXrdsCQs8,👁️🌺💜💕பயண வீடியோ  🌺 ♥️ travel vlog#viralvideo #trending #shortsvideo,,1471,16,0,[],Nature Lovers Vlogs,2025-10-11T12:37:21Z,24,PT39S,hd,2025-10-12T04:03:33.430625
81,aH5wj_oQFyw,Malaysia Most Famous Place Twin Towers Malaysia 🇲🇾 #malaysia #twintowers #travelvlog #npgorkhavlog,Malaysia Most Famous Place Twin Towers Malaysia 🇲🇾 #malaysia #twintowers #travelvlog #npgorkhavlog #viralvideo,1459,20,0,"['Malaysia Most Famous Place Twin Towers Malaysia', 'best places to visit in malaysia', 'bukit bintang', 'city exploration', 'how to travel', 'klcc', 'kuala lumpur', 'kuala lumpur city', 'kuala lumpur malaysia', 'kuala lumpur travel guide', 'kuala lumpur vlog', 'malaysia', 'malaysia travel', 'malaysia travel guide', 'malaysian culture', 'np gorkha vlog', 'petronas towers', 'travel guide', 'travel malaysia', 'travel vlog', 'traveling vlog', 'twin tower', 'twin tower Malaysia', 'twin towers', 'virel video', 'visit malaysia']",NP Gorkha Vlog,2025-10-11T10:55:05Z,22,PT12S,hd,2025-10-12T04:03:37.445670
82,aH5wj_oQFyw,Malaysia Most Famous Place Twin Towers Malaysia 🇲🇾 #malaysia #twintowers #travelvlog #npgorkhavlog,Malaysia Most Famous Place Twin Towers Malaysia 🇲🇾 #malaysia #twintowers #travelvlog #npgorkhavlog #viralvideo,1459,20,0,"['Malaysia Most Famous Place Twin Towers Malaysia', 'best places to visit in malaysia', 'bukit bintang', 'city exploration', 'how to travel', 'klcc', 'kuala lumpur', 'kuala lumpur city', 'kuala lumpur malaysia', 'kuala lumpur travel guide', 'kuala lumpur vlog', 'malaysia', 'malaysia travel', 'malaysia travel guide', 'malaysian culture', 'np gorkha vlog', 'petronas towers', 'travel guide', 'travel malaysia', 'travel vlog', 'traveling vlog', 'twin tower', 'twin tower Malaysia', 'twin towers', 'virel video', 'visit malaysia']",NP Gorkha Vlog,2025-10-11T10:55:05Z,22,PT12S,hd,2025-10-12T04:03:38.987025
83,1E-yR6xWbI4,international travel vlog #ytshorts #youtubeshorts #lifestyle #shorts 🤣🤣,"international travel vlog #ytshorts #youtubeshorts #lifestyle #shorts 🤣🤣
------------------------------------------------------------


travelling vlogs mumbai
sourav joshi vlogs travelling mumbai
travelling to mumbai
a trip to mumbai
travel vlog mumbai
travel to india mumbai
travelling mumbai
travel vlog in mumbai
mumbai vlog travel
mumbai trip vlog
going to mumbai vlog
vlog trip to india
mumbai travel vlog foreigner
traveling to mumbai india
traveling to mumbai
i went to mumbai
travel vlog mumbai to karwar
mumbai explore vlog
mumbai travel vlog
travel vlogs near mumbai
navi mumbai travel vlog
india travel vlog train
traveling vlog out of india
sourav joshi vlogs travelling to mumbai with piyush
travel vlog from india
travel to mumbai by train
trip to mumbai vlog
travel vlog out of india
vlog travel in train
vlog travel bus
travel vlog train india
train vlog mumbai
travelling india by train
travelling vlogs in train
mumbai trip with friends
2 day trip to mumbai
3 day trip to mumbai
travelling vlogs in india
travel vlog by road
travelling blog in india
travel video mumbai
telugu travel vlogger mumbai
puthettu travel vlog mumbai
mumbai tour by train
mumbai city travel video
mumbai city tour by car
mumbai tours and travels


#mumbai #travelvideo #mumbaimasti #ytshorts #youtubeshorts #travelvlog #trending #viral #newvideo

Don’t Forget To Like , Comment , Share & Subscribe 
[ THANKS FOR WATCHING THIS VIDEO ]
Aesthetics World India Vlogger 👍🙏
------------------------------------------------------------

From - Uttar Pradesh ( India ) 🇮🇳 [ #Devansh 🔱 ]",1450,7,0,"['Mumbai travel', 'Mumbai', 'Mumbai Vlogs', 'trending', 'train vlog', 'Aesthetics World India Vlogger']",Aesthetics World India Vlogger ,2025-10-11T07:24:26Z,22,PT18S,hd,2025-10-12T04:03:36.061281
84,LdwqHwJiTb8,UPS 🤭 #travel #vlog #viajar,,1446,9,0,[],lisved funes,2025-10-11T07:16:33Z,22,PT9S,hd,2025-10-12T04:03:32.104519
85,LdwqHwJiTb8,UPS 🤭 #travel #vlog #viajar,,1446,9,0,[],lisved funes,2025-10-11T07:16:33Z,22,PT9S,hd,2025-10-12T04:03:33.430420
86,0aIilaSuSb4,কালি কালি মহাকালী ll কালীপূজা 2025#vlog #song #travel,,1442,61,0,[], BASIC KNOWLEDGE (বাংলা),2025-10-11T07:43:45Z,22,PT17S,hd,2025-10-12T04:03:33.430617
87,G28gdHZYZow,"Italy Tourist Places - This is Bergamo , Walking tour italy #italy #travel #travelvlog #traveltips","Italy Tourist Places - This is Bergamo , Walking tour italy #italy #travel #travelvlog #traveltips",1430,97,8,[],TOUR AT HOME TV,2025-10-11T17:22:23Z,19,PT18S,hd,2025-10-12T04:03:34.737294
88,imtOsMi9AHA,travel vlog,,1418,10,0,[],Hansda06,2025-10-11T04:25:06Z,22,PT27S,hd,2025-10-12T04:03:36.061745
89,imtOsMi9AHA,travel vlog,,1418,10,0,[],Hansda06,2025-10-11T04:25:06Z,22,PT27S,hd,2025-10-12T04:03:37.445534
90,t-fLTz-4IPw,பெங்களூர் Mall polama😊#Aisuvlogs#travel vlog #lovesong,,1417,0,0,[],Aisu vlogs,2025-10-11T11:18:38Z,24,PT1M1S,hd,2025-10-12T04:03:34.737431
91,TmPMd-YRfl4,#travel #travelvlog #love #phadilifestyle #mumbai #dehradunthecityoflove #diwalispecial #diwali,,1404,41,0,[],Sandhya Bahuguna Vlogs,2025-10-11T07:34:36Z,22,PT25S,hd,2025-10-12T04:03:32.104452
92,TmPMd-YRfl4,#travel #travelvlog #love #phadilifestyle #mumbai #dehradunthecityoflove #diwalispecial #diwali,,1404,41,0,[],Sandhya Bahuguna Vlogs,2025-10-11T07:34:36Z,22,PT25S,hd,2025-10-12T04:03:33.430356
93,494U4y9yqgY,മേൽപഴനി 🦢🪷#templedate #minivlog #explore #1k #shortvideo #1m #share #support #travelvlog #temple,മേൽപഴനി 🦢🪷#templedate #minivlog #explore #1k #shortvideo #1m #share #support #travelvlog #temple,1404,37,1,"['shortvideo', 'Shortfeed', 'support', 'minivlog', 'templedate', 'explore', 'travelvlog', 'melpazhani', 'pazhani', 'dayinmylife', 'share', 'love', 'likeforlike', 'trending', 'trendingshorts', 'trends', 'viral', 'viralshorts', 'fvrt', 'youtuber', 'contentcteator', 'explorepage', 'content', '1k', '1m', '500sub', 'journey', 'journeyofadheena', 'viralshort', 'adheenavlog']",Journey of adheena,2025-10-11T12:40:12Z,22,PT38S,hd,2025-10-12T04:03:33.430601
94,e6jFNdDrXuU,ഇന്നും പണി കിട്ടി 🦧🦧🦧#.................... 👻#minivlog #travel #vlog #mallu,,1394,56,0,[],AKJ VLOGSE ,2025-10-11T15:01:46Z,22,PT1M11S,hd,2025-10-12T04:03:32.104481
95,e6jFNdDrXuU,ഇന്നും പണി കിട്ടി 🦧🦧🦧#.................... 👻#minivlog #travel #vlog #mallu,,1394,56,0,[],AKJ VLOGSE ,2025-10-11T15:01:46Z,22,PT1M11S,hd,2025-10-12T04:03:33.430392
96,56zqdytgjaI,बुलेट travel vlog 01 👍👍 #viral,,1394,5,0,[],RRRTrand Trand,2025-10-11T09:29:07Z,22,PT12S,hd,2025-10-12T04:03:34.737597
97,FUeJUkAJ-Ic,"Italy Tourist Places - This is Bergamo , Walking tour italy #italy #travel #travelvlog #traveltips","Italy Tourist Places - This is Bergamo , Walking tour italy #italy #travel #travelvlog #traveltips",1384,75,0,[],TOUR AT HOME TV,2025-10-11T19:05:07Z,19,PT16S,hd,2025-10-12T04:03:41.607034
98,eWGoajlkFtw,#travel 🚶 #italy 🇮🇹 #travelvlog,"#travel #travelvlog #europe 

#tourism & street #life in Venice, Italy",1381,43,2,"['travel', 'travel vlog', 'Italy travel', 'venice travel vlog', 'Europe travel vlog', 'tourism travel vlog', 'street life travel vlog', 'shorts']",Travel_TravelVlog,2025-10-11T08:00:47Z,19,PT38S,hd,2025-10-12T04:03:33.430707
99,cwNe82nPU6o,Annavaram Temple | Lord Satyanarayana Swamy Darshan | Peaceful Hilltop Temple Vlog,"Welcome to Travelling Gyan!
In this vlog, we take you to the sacred Annavaram Temple, located on the beautiful Ratnagiri Hill in Andhra Pradesh. This temple is dedicated to Lord Satyanarayana Swamy, an incarnation of Lord Vishnu. Surrounded by scenic hills and the serene Godavari River, this place radiates divine peace and spiritual energy.

📍 Location: Annavaram, Andhra Pradesh
🎥 Category: Spiritual Travel Vlog
👫 By: Balaram & Geeta

#AnnavaramTemple #SatyanarayanaSwamy #TravellingGyan #TempleVlog #AndhraPradeshTemples #DivineJourney #IndianTemples #SpiritualVlog #TravelWithFaith #LordVishnu #HinduTemples #AnnavaramDarshan",1381,34,1,"['annavaram temple', 'annavaram temple darshan', 'annavaram temple vlog', 'Satya Narayan swamy temple annavaram', 'temple vlog', 'Temple visit', 'andhra Pradesh tourism', 'andhra Pradesh temple', 'Travellinggyan shorts', 'Travellinggyan', 'mandir status', 'near Vishakaptnam temple darshan']",Travelling Gyan,2025-10-11T07:44:21Z,19,PT12S,hd,2025-10-12T04:03:33.430790
100,ekhkjDrmlK4,Massey ferguson 35 #trending #viralvideo #youtubeshorts #tractor #travelvlog,,1376,15,0,[],S-r-vloge,2025-10-11T09:29:39Z,22,PT12S,hd,2025-10-12T04:03:33.430547
101,XK-hobvAJYM,subscribe to see solo travel vlog 🤍 #fyp #subscribe #solotravel #travelvlog,,1371,0,1,[],shunti 🧚🏼,2025-10-11T13:00:50Z,24,PT36S,hd,2025-10-12T04:03:36.061525
102,2-eWeePfEX0,Day 2/30#viralvideo#trendingshorts#shorts#mahim#travel#vlogs#shopping#ytshorts#shorts#viralshorts#,Day 2/30😂,1365,39,0,"['Daily vlog', 'Mini vlog', 'Vlogs', 'Mahim Dargah', 'Mahim Dargah vlog', 'Shopping vlog', 'Travel vlog', 'Cat funny video', 'Funny vlog', 'Family vlog', 'Day in my life vlog', 'Viral video', 'Trending shorts', 'Shorts', 'Daily vlog challenge', 'Day 2 daily vlog', 'Mini lifestyle vlog', 'Family lifestyle vlog', 'Eating vlog', 'Food challenge', 'Yt shorts', 'YouTube shorts', 'Latest viral shorts', 'Blogger', 'Vlooging']",The Cuisine Club,2025-10-11T14:12:28Z,22,PT1M10S,hd,2025-10-12T04:03:33.430634
103,pvH59DzJPas,#dance #travel #vlog #karbachauth,,1362,12,0,[],S.S.blogger ,2025-10-11T16:13:51Z,22,PT19S,hd,2025-10-12T04:03:34.737424
104,VXyt68Amq6s,“Kya Ho Agar Mandir Shimla Ban Jaaye!? 😲❄️ | #minivlog #shorts #travelvlog,"Socha bhi nahi tha ki apne area ka IFFCO Phulpur Mandir itna sundar hoga! ❄️✨  
Poora vibe ekdum Shimla jaisa – AC se leke interiors tak sab kuch mast!  
Shaam ke time mandir ke darshan, vibe aur paties ka taste — sab ek chhoti si mini vlog me.

Agar aapko bhi aisi jagah dekhni pasand hai jahan peace aur beauty dono ho,  
to video ko end tak zarur dekho ❤️  

📍Location: IFFCO Phulpur Mandir  
🎬 Type: Mini Vlog | Travel | Explore | Indian Temple Vibes  

👇 Comments me batao aapke area me aise mandir kaha milte hain?

#shorts #minivlog #travelvlog #templevlog #indianvlogger #iffcophulpur #vloglife #exploreindia #indiantravel #vibes #minivlogindia #viralshorts #travelshorts",1348,0,29,"['mini vlog', 'travel vlog', 'Indian temple vlog', 'iffco Phulpur vlog', 'mandir vlog', 'Phulpur vlog', 'shimla vibes', 'mini vlog india', 'temple shorts', 'viral mini vlog', 'best mini vlog', 'YouTube shorts viral', 'viral vlog 2025', 'acche acche tiktok', 'taarak mehta ka ooltah chashma', 'shorts', 'शॉर्ट वीडियो']","Ram Yatra Vlogs
",2025-10-11T13:03:08Z,22,PT27S,hd,2025-10-12T04:03:34.737305
105,nu36PSV3ci4,jo bhi kasmein Alka Yagnik Kumar sanu 🥰 Mini travel vlog,jo bhi kasmein Alka Yagnik Kumar sanu 🥰 Mini travel vlog,1345,0,0,[],Mini Travel Vlog ,2025-10-11T15:58:12Z,22,PT14S,hd,2025-10-12T04:03:43.133779
106,_CtXYDC-1FE,Chatrapathi movie dialogues 🔥💪 Chinnakoduku #viral#trending #love #shorts#travel #vlog#motivation,Kotlatakosthe Narakadamey 🔥💪 🗡️,1336,55,0,[],Chinnodu,2025-10-11T11:38:58Z,22,PT25S,hd,2025-10-12T04:03:34.737404
107,98FcLEN2fqs,Rider 🏍️  #aprilia #rider #sportsbike #bike #bikelover #travel #vlog #speed #status #shorts #noida,,1332,26,0,[],Addy Vlogger,2025-10-11T14:50:20Z,24,PT9S,hd,2025-10-12T04:03:33.430773
108,98FcLEN2fqs,Rider 🏍️  #aprilia #rider #sportsbike #bike #bikelover #travel #vlog #speed #status #shorts #noida,,1332,26,0,[],Addy Vlogger,2025-10-11T14:50:20Z,24,PT9S,hd,2025-10-12T04:03:38.987017
109,eDwVlyzSdbc,❤️ “Finding Myself Through the Journey | Travel ”#viral #love #shortvideos #reels #shorts#neelkanth,"went on a beautiful trip to explore new places and capture some amazing memories! 🌸✨
Ye video meri travel journey ka ek chhota sa part hai — full of fun, happiness, and nature vibes 🌿
Agar aapko travel videos pasand hain to like, share, aur subscribe karna na bhoolen 💕

#TravelVlog #GhumneGayiThi #MyVlog #ExploreWithMe #NatureVibes #TravelDiaries #Shorts #ViralVideo2025


---",1316,15,1,"['ghumne gyi thi vlog, travel vlog, my travel video, solo trip vlog, exploring new places, ghumne nikli thi, indian travel vlogger, travel short video, travel shorts 2025, nature vlog, travel memories, viral travel video, ghumne wali video, lifestyle vlog, daily vlog, trending shorts 2025, india travel vlog, tourist place video, adventure vlog, fun travel video']",vaishuuu,2025-10-11T08:50:31Z,22,PT16S,hd,2025-10-12T04:03:33.430847
110,vuzgvP7YuWs,Kantara  😇🥰😍#twszone #trending #viral  #travel #vlog #food #goodvibes #ecity #Bengaluru #samsung,,1309,62,0,[],TWS ZONE,2025-10-11T21:27:39Z,22,PT24S,hd,2025-10-12T04:03:44.560532
111,PRCz7l_R72M,Bhimkund Waterfall keonjhar #waterfall #travel #vlog #bhimkund #odisha #nature #waterfalls #shorts,Bhimkund Waterfall keonjhar #waterfall #travel #vlog #bhimkund #odisha #nature #waterfalls #shorts,1299,18,0,"['Bhimkund Waterfall keonjhar', 'Bhimkund waterfall video', 'Bhimkund Waterfall keonjhar video', 'Bhimkund video', 'waterfall video', 'biggest waterfall video', 'biggest waterfall in odisha', 'biggest waterfall in india', 'waterfall in odisha', 'devkund waterfall in odisha', 'devkund waterfall video', 'short video', 'short video waterfall', 'ganesh whatsapp status video', 'jagannath whatsapp status video', 'jagannath short video']",Mrutyunjaya Rout ,2025-10-11T05:22:30Z,22,PT7S,hd,2025-10-12T04:03:36.061693
